ddd:010109086:mpeg21:p017:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag : kleine courant;1912-10-05;http://resolver.kb.nl/resolve?urn=ddd:010109086:mpeg21:a0163;maps;drawing
ddd:010109106:mpeg21:p015:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag : kleine courant;1912-10-29;http://resolver.kb.nl/resolve?urn=ddd:010109106:mpeg21:a0185;maps;drawing
ddd:010135622:mpeg21:p002:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-14;http://resolver.kb.nl/resolve?urn=ddd:010135622:mpeg21:a0027;cartoon;drawing
ddd:010135600:mpeg21:p005:alto_1.jpg;artikel;Het nieuws van den dag voor Nederlandsch-Indië;1912-02-10;http://resolver.kb.nl/resolve?urn=ddd:010135600:mpeg21:a0159;cartoon;drawing
ddd:010135600:mpeg21:p005:alto_2.jpg;illustratie met onderschrift;Het nieuws van den dag voor Nederlandsch-Indië;1912-02-10;http://resolver.kb.nl/resolve?urn=ddd:010135600:mpeg21:a0160;cartoon;drawing
ddd:010135575:mpeg21:p001:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag voor Nederlandsch-Indië;1912-01-10;http://resolver.kb.nl/resolve?urn=ddd:010135575:mpeg21:a0006;building;drawing
ddd:010109124:mpeg21:p015:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag : kleine courant;1912-11-19;http://resolver.kb.nl/resolve?urn=ddd:010109124:mpeg21:a0188;maps;drawing
ddd:010135624:mpeg21:p005:alto_1.jpg;artikel;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-16;http://resolver.kb.nl/resolve?urn=ddd:010135624:mpeg21:a0135;building;drawing
ddd:010135624:mpeg21:p005:alto_2.jpg;artikel;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-16;http://resolver.kb.nl/resolve?urn=ddd:010135624:mpeg21:a0135;cartoon;drawing
ddd:010135624:mpeg21:p005:alto_3.jpg;illustratie met onderschrift;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-16;http://resolver.kb.nl/resolve?urn=ddd:010135624:mpeg21:a0136;cartoon;drawing
ddd:010135592:mpeg21:p002:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag voor Nederlandsch-Indië;1912-01-31;http://resolver.kb.nl/resolve?urn=ddd:010135592:mpeg21:a0022;unknown;drawing
ddd:010109121:mpeg21:p015:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag : kleine courant;1912-11-15;http://resolver.kb.nl/resolve?urn=ddd:010109121:mpeg21:a0195;maps;drawing
ddd:010135641:mpeg21:p005:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag voor Nederlandsch-Indië;1912-04-06;http://resolver.kb.nl/resolve?urn=ddd:010135641:mpeg21:a0184;crowds;drawing
ddd:010135641:mpeg21:p005:alto_2.jpg;illustratie met onderschrift;Het nieuws van den dag voor Nederlandsch-Indië;1912-04-06;http://resolver.kb.nl/resolve?urn=ddd:010135641:mpeg21:a0183;cartoon;drawing
ddd:010109113:mpeg21:p017:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag : kleine courant;1912-10-30;http://resolver.kb.nl/resolve?urn=ddd:010109113:mpeg21:a0211;maps;drawing
ddd:010108859:mpeg21:p001:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag : kleine courant;1912-04-30;http://resolver.kb.nl/resolve?urn=ddd:010108859:mpeg21:a0001;sheetmusic;drawing
ddd:010109107:mpeg21:p013:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag : kleine courant;1912-10-31;http://resolver.kb.nl/resolve?urn=ddd:010109107:mpeg21:a0157;maps;drawing
ddd:010109101:mpeg21:p017:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag : kleine courant;1912-10-23;http://resolver.kb.nl/resolve?urn=ddd:010109101:mpeg21:a0212;maps;drawing
ddd:010135617:mpeg21:p002:alto_1.jpg;illustratie met onderschrift;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-06;http://resolver.kb.nl/resolve?urn=ddd:010135617:mpeg21:a0017;unknown;drawing
ddd:010135629:mpeg21:p005:alto_1.jpg;artikel;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-23;http://resolver.kb.nl/resolve?urn=ddd:010135629:mpeg21:a0125;cartoon;drawing
ddd:010135629:mpeg21:p005:alto_2.jpg;artikel;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-23;http://resolver.kb.nl/resolve?urn=ddd:010135629:mpeg21:a0125;cartoon;drawing
ddd:010135629:mpeg21:p005:alto_3.jpg;artikel;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-23;http://resolver.kb.nl/resolve?urn=ddd:010135629:mpeg21:a0125;unknown;drawing
ddd:010135629:mpeg21:p005:alto_4.jpg;artikel;Het nieuws van den dag voor Nederlandsch-Indië;1912-03-23;http://resolver.kb.nl/resolve?urn=ddd:010135629:mpeg21:a0125;cartoon;drawing
